,station_id,station_name,station_name_kana,fuken_id,type,Latitude (degree),Latitude (minute),latitude,Longitude (degree),Longitude (minute),longitude,height,f_pre,f_wsd,f_tem,f_sun,f_snc,End_year,End_month,End_day,obs_ended,note1,note2,note3,note4,note5,amedas_id1,amedas_id2,station_name_roman
789,0445,川根本町,カワネホンチョウ,50,A,35,6.1,35.1016666667,138,7.7,138.128333333,290,Y,Y,Y,Y,N,9999,99,99,,2005年10月2日までの地点名「本川根」,,,,,50241,,Kawanehonchou
790,0446,大山,オオヤマ,50,A,35,3.1,35.0516666667,138,16.9,138.281666667,880,Y,N,N,N,N,1991,3,14,1991-03-14 00:00:00,,,,,,,,Ooyama
791,47668,網代,アジロ,50,S,35,2.7,35.045,139,5.5,139.091666667,66.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,50281,,Ajiro
792,0448,高根山,タカネサン,50,A,34,58.5,34.975,138,11.8,138.196666667,415,Y,N,N,N,N,9999,99,99,,,,,,,50317,,Takanesan
793,47656,静岡,シズオカ,50,S,34,58.5,34.975,138,24.2,138.403333333,14.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,50331,,Shizuoka
794,0450,霧山,キリヤマ,50,A,34,52.5,34.875,137,41.5,137.691666667,405,Y,N,N,N,N,1981,11,19,1981-11-19 00:00:00,,,,,,,,Kiriyama
795,0451,天竜,テンリュウ,50,A,34,53.4,34.89,137,48.8,137.813333333,61,Y,Y,Y,Y,N,9999,99,99,,,,,,,50386,,Tenryuu
796,0452,島田,シマダ,50,A,34,50.4,34.84,138,8.6,138.143333333,80,Y,N,N,N,N,1978,12,18,1978-12-18 00:00:00,,,,,,,,Shimada
797,0453,湯ケ島,ユガシマ,50,A,34,54,34.9,138,55.5,138.925,165,Y,N,N,N,N,9999,99,99,,,,,,,50426,,Yugashima
798,0454,天城山,アマギサン,50,A,34,52.3,34.8716666667,139,1.4,139.023333333,1070,Y,N,N,N,N,9999,99,99,,,,,,,50427,,Amagisan
799,47654,浜松,ハママツ,50,S,34,42.5,34.7083333333,137,43.1,137.718333333,31.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,50456,,Hamamatsu
800,0456,松崎,マツザキ,50,A,34,45.3,34.755,138,47,138.783333333,4,Y,Y,Y,Y,N,9999,99,99,,,,,,,50491,,Matsuzaki
801,0457,稲取,イナトリ,50,A,34,46.9,34.7816666667,139,2.9,139.048333333,130,Y,Y,Y,Y,N,9999,99,99,,,,,,,50506,,Inatori
802,47655,御前崎,オマエザキ,50,S,34,36.2,34.6033333333,138,12.7,138.211666667,44.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,50551,,Omaezaki
803,47666,石廊崎,イロウザキ,50,S,34,36.2,34.6033333333,138,50.5,138.841666667,54.7,Y,Y,Y,Y,Y,9999,99,99,,1968年3月29日までの地点名「長津呂」,,,,,50561,,Irouzaki
804,0986,佐久間,サクマ,50,A,35,3.4,35.0566666667,137,45.7,137.761666667,150,Y,Y,Y,Y,N,9999,99,99,,,,,,,50226,,Sakuma
805,0987,土肥,トイ,50,A,34,52.6,34.8766666667,138,45.6,138.76,103,Y,N,N,N,N,9999,99,99,,,,,,,50416,,Toi
806,0988,三ヶ日,ミッカビ,50,A,34,48.1,34.8016666667,137,33.4,137.556666667,2,Y,N,N,N,N,9999,99,99,,2007年3月31日までの地点名「三ケ日」,,,,,50371,,Mikkabi
807,0989,掛川,カケガワ,50,A,34,46.8,34.78,137,58,137.966666667,23,Y,N,N,N,N,9999,99,99,,,,,,,50466,,Kakegawa
808,1105,熊,クマ,50,A,34,57.5,34.9583333333,137,44,137.733333333,375,Y,N,N,N,N,9999,99,99,,,,,,,50296,,Kuma
809,1106,三倉,ミクラ,50,A,34,57.6,34.96,137,56.6,137.943333333,121,Y,N,N,N,N,1978,1,9,1978-01-09 00:00:00,,,,,,,,Mikura
810,1114,梅ケ島,ウメガシマ,50,A,35,14.2,35.2366666667,138,20.5,138.341666667,430,Y,N,N,N,N,9999,99,99,,,,,,,50111,,Umegashima
811,1243,清水,シミズ,50,A,35,3.2,35.0533333333,138,31.3,138.521666667,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,50261,,Shimizu
812,1244,磐田,イワタ,50,A,34,41.5,34.6916666667,137,52.8,137.88,3,Y,Y,Y,Y,N,9999,99,99,,2005年7月6日までの地点名「福田」,,,,,50536,,Iwata
813,1335,菊川牧之原,キクガワマキノハラ,50,A,34,47.1,34.785,138,8.3,138.138333333,191,Y,Y,Y,Y,N,9999,99,99,,2005年10月2日までの地点名「牧の原」,,,,,50476,,Kikugawamakinohara
814,1338,井川,イカワ,50,A,35,13,35.2166666667,138,13.3,138.221666667,755,Y,Y,Y,Y,N,9999,99,99,,,,,,,50106,,Ikawa
815,1393,三倉,ミクラ,50,A,34,53.7,34.895,137,56.4,137.94,114,Y,N,N,N,N,9999,99,99,,,,,,,50391,,Mikura
816,1440,鍵穴,カギアナ,50,A,35,2.9,35.0483333333,138,14.8,138.246666667,160,Y,N,N,N,N,9999,99,99,,,,,,,50247,,Kagiana
817,47639,富士山,フジサン,50,S,35,21.6,35.36,138,43.6,138.726666667,3775.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,50066,,Fujisan
818,1601,静岡空港,シズオカクウコウ,50,A,34,47.7,34.795,138,11.3,138.188333333,132,Y,Y,Y,N,N,9999,99,99,,,,,,,50477,,Shizuokakuukou
819,0460,一宮,イチノミヤ,51,A,35,17.9,35.2983333333,136,51.2,136.853333333,11,Y,N,N,N,N,9999,99,99,,,,,,,51011,,Ichinomiya
820,0461,豊山,トヨヤマ,51,A,35,15.3,35.255,136,55.4,136.923333333,14,Y,Y,Y,N,N,2005,2,17,2005-02-17 00:00:00,,,,,,,,Toyoyama
821,0462,茶臼山,チャウスヤマ,51,A,35,13.2,35.22,137,39.5,137.658333333,1216,Y,N,N,N,N,9999,99,99,,,,,,,51077,,Chausuyama
822,47636,名古屋,ナゴヤ,51,S,35,10,35.1666666667,136,57.9,136.965,51.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,51106,51900,Nagoya
823,0464,豊田,トヨタ,51,A,35,7.9,35.1316666667,137,10.6,137.176666667,75,Y,Y,Y,Y,N,9999,99,99,,,,,,,51116,,Toyota
824,0465,東海,トウカイ,51,A,35,1.4,35.0233333333,136,54.1,136.901666667,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,51161,,Toukai
825,0466,出来山,デキヤマ,51,A,35,5.7,35.095,137,25,137.416666667,946,Y,N,N,N,N,2005,11,7,2005-11-07 00:00:00,,,,,,,,Dekiyama
826,0467,岡崎,オカザキ,51,A,34,55.1,34.9183333333,137,11.6,137.193333333,47,Y,Y,Y,Y,N,9999,99,99,,,,,,,51226,,Okazaki
827,0468,作手,ツクデ,51,A,34,58.6,34.9766666667,137,25.5,137.425,532,Y,N,N,N,N,9999,99,99,,,,,,,51241,,Tsukude
828,0469,一色,イッシキ,51,A,34,48.7,34.8116666667,137,1.7,137.028333333,12,Y,N,N,N,N,9999,99,99,,1995年12月25日までの地点名「西尾」,,,,,51271,,Isshiki
829,0470,豊橋,トヨハシ,51,A,34,45,34.75,137,20.5,137.341666667,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,51331,,Toyohashi
830,47653,伊良湖,イラコ,51,S,34,37.7,34.6283333333,137,5.6,137.093333333,6.2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,51346,,Irako
831,0472,田原,タハラ,51,A,34,37.6,34.6266666667,137,13.3,137.221666667,45,Y,N,N,N,N,9999,99,99,,,,,,,51356,,Tahara
832,0982,稲武,イナブ,51,A,35,12.7,35.2116666667,137,30.4,137.506666667,505,Y,Y,Y,Y,N,9999,99,99,,,,,,,51071,,Inabu
833,0983,蟹江,カニエ,51,A,35,8.2,35.1366666667,136,47.5,136.791666667,2,Y,N,N,N,N,9999,99,99,,,,,,,51096,,Kanie
834,0984,南知多,ミナミチタ,51,A,34,44.4,34.74,136,56.3,136.938333333,16,Y,Y,Y,Y,N,9999,99,99,,,,,,,51311,,Minamichita
835,1166,小原,オバラ,51,A,35,13.7,35.2283333333,137,17.1,137.285,290,Y,N,N,N,N,9999,99,99,,,,,,,51056,,Obara
836,1341,鳳来,ホウライ,51,A,34,55.9,34.9316666667,137,34.5,137.575,81,Y,Y,Y,Y,N,2002,12,24,2002-12-24 00:00:00,,,,,,,,Hourai
837,1344,蒲郡,ガマゴオリ,51,A,34,50.7,34.845,137,13,137.216666667,55,Y,Y,Y,Y,N,9999,99,99,,,,,,,51281,,Gamagoori
838,1346,愛西,アイサイ,51,A,35,13,35.2166666667,136,41.9,136.698333333,5,Y,Y,Y,Y,N,9999,99,99,,2005年3月31日までの地点名「八開」,,,,,51031,,Aisai
839,1541,新城,シンシロ,51,A,34,54.4,34.9066666667,137,31,137.516666667,53,Y,Y,Y,Y,N,9999,99,99,,,,,,,51247,,Shinshiro
840,1555,セントレア,セントレア,51,A,34,51.5,34.8583333333,136,48.3,136.805,4,Y,Y,Y,N,N,9999,99,99,,,,,,,51261,,Sentorea
841,1576,阿蔵,アゾウ,51,A,35,4.7,35.0783333333,137,24.8,137.413333333,613,Y,N,N,N,N,9999,99,99,,,,,,,51192,,Azou
842,0473,神岡,カミオカ,52,A,36,19.3,36.3216666667,137,18.5,137.308333333,455,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52051,52905,Kamioka
843,0474,流葉山,ナガレハヤマ,52,A,36,19.6,36.3266666667,137,14.9,137.248333333,1280,Y,N,N,N,N,1982,10,19,1982-10-19 00:00:00,,,,,,,,Nagarehayama
844,0475,森茂,モリモ,52,A,36,10.5,36.175,137,1.5,137.025,1262,Y,N,N,N,N,1990,10,11,1990-10-11 00:00:00,,,,,,,,Morimo
845,47617,高山,タカヤマ,52,S,36,9.3,36.155,137,15.2,137.253333333,560,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52146,52913,Takayama
846,0477,乗鞍岳,ノリクラダケ,52,A,36,7.3,36.1216666667,137,33.4,137.556666667,2730,Y,N,N,N,N,2005,5,10,2005-05-10 00:00:00,,,,,,,,Norikuradake
847,0478,大日岳,ダイニチダケ,52,A,36,1.3,36.0216666667,136,51.2,136.853333333,1280,Y,N,N,N,N,1979,10,24,1979-10-24 00:00:00,,,,,,,,Dainichidake
848,0479,新渕山,アラブチヤマ,52,A,36,1.9,36.0316666667,136,58.5,136.975,1145,Y,N,N,N,N,1981,10,16,1981-10-16 00:00:00,,,,,,,,Arabuchiyama
849,0480,船山,フナヤマ,52,A,36,2.1,36.035,137,15.6,137.26,880,Y,N,N,N,N,9999,99,99,,,,,,,52192,,Funayama
850,0481,白尾山,シラオサン,52,A,35,54.2,35.9033333333,136,56.9,136.948333333,1272,Y,N,N,N,N,1976,11,1,1976-11-01 00:00:00,,,,,,,,Shiraosan
851,0482,白鳥,シロトリ,52,A,35,52.1,35.8683333333,136,51.8,136.863333333,372,Y,Y,Y,Y,N,1978,11,1,1978-11-01 00:00:00,,,,,,,,Shirotori
852,0483,萩原,ハギワラ,52,A,35,53.3,35.8883333333,137,12.4,137.206666667,425,Y,Y,Y,Y,N,9999,99,99,,,,,,,52286,,Hagiwara
853,0484,蕪山,カブラヤマ,52,A,35,44.1,35.735,136,47.9,136.798333333,1069,Y,N,N,N,N,2005,11,1,2005-11-01 00:00:00,,,,,,,,Kaburayama
854,0485,八幡,ハチマン,52,A,35,45.4,35.7566666667,136,58.7,136.978333333,250,Y,Y,Y,Y,N,9999,99,99,,,,,,,52331,,Hachiman
855,0486,樽見,タルミ,52,A,35,38.3,35.6383333333,136,36.2,136.603333333,190,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52381,52920,Tarumi
856,0487,金山,カナヤマ,52,A,35,39.8,35.6633333333,137,9.6,137.16,233,Y,Y,Y,Y,N,9999,99,99,,,,,,,52406,,Kanayama
857,0488,三界山,サンガイヤマ,52,A,35,39,35.65,137,31,137.516666667,1117,Y,N,N,N,N,1981,10,26,1981-10-26 00:00:00,,,,,,,,Sangaiyama
858,0489,権現山,ゴンゲンヤマ,52,A,35,34.9,35.5816666667,136,30.1,136.501666667,750,Y,N,N,N,N,1981,10,30,1981-10-30 00:00:00,,,,,,,,Gongen'Yama
859,0490,伽藍,ガラン,52,A,35,30.9,35.515,137,13.8,137.23,650,Y,N,N,N,N,9999,99,99,,,,,,,52476,,Garan
860,0491,美濃加茂,ミノカモ,52,A,35,26.7,35.445,137,0.3,137.005,74,Y,Y,Y,Y,N,9999,99,99,,,,,,,52536,,Minokamo
861,0492,柄石峠,ガライシトウゲ,52,A,35,24.2,35.4033333333,137,12.4,137.206666667,365,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Garaishitouge
862,0493,恵那,エナ,52,A,35,26.8,35.4466666667,137,24.2,137.403333333,315,Y,Y,Y,Y,N,9999,99,99,,,,,,,52556,,Ena
863,0494,中津川,ナカツガワ,52,A,35,28.6,35.4766666667,137,29.2,137.486666667,378,Y,Y,Y,Y,N,9999,99,99,,,,,,,52557,,Nakatsugawa
864,0495,関ケ原,セキガハラ,52,A,35,21.8,35.3633333333,136,28,136.466666667,130,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52571,52935,Sekigahara
865,0496,大垣,オオガキ,52,A,35,20.8,35.3466666667,136,37.2,136.62,6,Y,Y,Y,Y,N,9999,99,99,,,,,,,52581,,Oogaki
866,47632,岐阜,ギフ,52,S,35,24,35.4,136,45.7,136.761666667,12.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52586,52940,Gifu
867,0498,三森山,ミツモリサン,52,A,35,22.6,35.3766666667,137,31.6,137.526666667,1130,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Mitsumorisan
868,1057,美濃,ミノ,52,A,35,33.4,35.5566666667,136,54.6,136.91,68,Y,Y,Y,Y,N,9999,99,99,,,,,,,52461,,Mino
869,1058,多治見,タジミ,52,A,35,20.8,35.3466666667,137,6.5,137.108333333,120,Y,Y,Y,Y,N,9999,99,99,,,,,,,52606,,Tajimi
870,1059,上石津,カミイシヅ,52,A,35,17.7,35.295,136,28.3,136.471666667,100,Y,N,N,N,N,9999,99,99,,,,,,,52641,,Kamiishidu
871,1061,栃尾,トチオ,52,A,36,14.9,36.2483333333,137,30.2,137.503333333,765,Y,Y,Y,Y,N,9999,99,99,,,,,,,52111,,Tochio
872,1066,宮地,ミヤジ,52,A,35,45.8,35.7633333333,137,17.3,137.288333333,450,Y,Y,Y,Y,N,9999,99,99,,,,,,,52346,,Miyaji
873,1153,平井,ヒライ,52,A,35,34,35.5666666667,136,43.7,136.728333333,325,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Hirai
874,1299,長滝,ナガタキ,52,A,35,55.5,35.925,136,49.9,136.831666667,430,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52221,52915,Nagataki
875,1301,揖斐川,イビガワ,52,A,35,29.1,35.485,136,34,136.566666667,45,Y,Y,Y,Y,N,9999,99,99,,,,,,,52511,,Ibigawa
876,1305,六厩,ムマヤ,52,A,36,3.6,36.06,137,2,137.033333333,1015,Y,Y,Y,Y,N,9999,99,99,,,,,,,52181,,Mumaya
877,1306,白川,シラカワ,52,A,36,16.4,36.2733333333,136,53.8,136.896666667,478,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52081,52910,Shirakawa
878,1308,河合,カワイ,52,A,36,18.3,36.305,137,6,137.1,471,Y,Y,Y,Y,Y,9999,99,99,,,,,,,52041,52900,Kawai
879,1311,宮之前,ミヤノマエ,52,A,36,0.9,36.015,137,23.3,137.388333333,930,Y,Y,Y,Y,N,9999,99,99,,,,,,,52196,,Miyanomae
880,1313,黒川,クロカワ,52,A,35,35.9,35.5983333333,137,19.1,137.318333333,517,Y,Y,Y,Y,N,9999,99,99,,,,,,,52482,,Kurokawa
881,1363,大日,ダイニチ,52,A,36,1.1,36.0183333333,136,52.9,136.881666667,1178,Y,N,N,N,N,1990,10,15,1990-10-15 00:00:00,,,,,,,,Dainichi
882,1384,付知,ツケチ,52,A,35,39.4,35.6566666667,137,25.6,137.426666667,465,Y,N,N,N,N,9999,99,99,,,,,,,52421,,Tsukechi
883,1387,御母衣,ミボロ,52,A,36,8.8,36.1466666667,136,54.5,136.908333333,640,Y,N,N,N,N,9999,99,99,,,,,,,52131,,Miboro
884,1390,小津,オヅ,52,A,35,33.7,35.5616666667,136,32.4,136.54,573,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Odu
885,1396,十二岳,ジュウニダケ,52,A,36,11.3,36.1883333333,137,22.1,137.368333333,1010,Y,N,N,N,N,1990,10,16,1990-10-16 00:00:00,,,,,,,,Juunidake
886,1436,ひるがの,ヒルガノ,52,A,36,0.6,36.01,136,53.7,136.895,885,Y,N,N,N,N,9999,99,99,,2004年9月30日までの地点名「蛭ヶ野」,,,,,52173,,Hirugano
887,1437,清見,キヨミ,52,A,36,10.8,36.18,137,2.7,137.045,740,Y,N,N,N,N,9999,99,99,,,,,,,52137,,Kiyomi
888,1438,丹生川,ニュウカワ,52,A,36,11.3,36.1883333333,137,22.3,137.371666667,910,Y,N,N,N,N,9999,99,99,,,,,,,52152,,Nyuukawa
889,1577,関市板取,セキシイタドリ,52,A,35,43.4,35.7233333333,136,47,136.783333333,351,Y,N,N,N,N,9999,99,99,,,,,,,52321,,Sekishiitadori
890,0499,北勢,ホクセイ,53,A,35,8.6,35.1433333333,136,32.3,136.538333333,125,Y,N,N,N,N,9999,99,99,,2001年7月15日までの地点名「阿下喜」,,,,,53016,,Hokusei
891,0500,桑名,クワナ,53,A,35,3,35.05,136,41.6,136.693333333,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,53041,,Kuwana
892,0501,雲母峰,キララミネ,53,A,34,59.9,34.9983333333,136,27.5,136.458333333,590,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Kiraramine
893,47684,四日市,ヨツカイチ,53,S,34,56.4,34.94,136,34.8,136.58,55.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,53061,,Yotsukaichi
894,0503,亀山,カメヤマ,53,A,34,52.2,34.87,136,27.2,136.453333333,70,Y,Y,Y,Y,N,9999,99,99,,,,,,,53091,,Kameyama
895,47649,上野,ウエノ,53,S,34,45.7,34.7616666667,136,8.5,136.141666667,159.2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,53112,,Ueno
896,0505,笠取山,カサトリヤマ,53,A,34,43.5,34.725,136,18.5,136.308333333,810,Y,N,N,N,N,9999,99,99,,,,,,,53121,,Kasatoriyama
897,47651,津,ツ,53,S,34,44,34.7333333333,136,31.1,136.518333333,2.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,53132,,Tsu
898,0507,名張,ナバリ,53,A,34,38.1,34.635,136,6.7,136.111666667,199,Y,N,N,N,N,9999,99,99,,,,,,,53141,,Nabari
899,0508,国見山,クニミヤマ,53,A,34,33.9,34.565,136,9.4,136.156666667,680,Y,N,N,N,N,1981,11,9,1981-11-09 00:00:00,,,,,,,,Kunimiyama
900,0509,小俣,オバタ,53,A,34,31.7,34.5283333333,136,39.9,136.665,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,53196,,Obata
901,0510,粥見,カユミ,53,A,34,26.9,34.4483333333,136,23.4,136.39,120,Y,Y,Y,Y,N,9999,99,99,,,,,,,53231,,Kayumi
902,0511,藤坂峠,フジサカトウゲ,53,A,34,19.4,34.3233333333,136,29.3,136.488333333,560,Y,N,N,N,N,9999,99,99,,,,,,,53287,,Fujisakatouge
903,47663,尾鷲,オワセ,53,S,34,4.2,34.07,136,11.6,136.193333333,15.3,Y,Y,Y,Y,Y,9999,99,99,,,,,,,53378,,Owase
904,0513,八幡峠,ハチマントウゲ,53,A,34,3.6,34.06,136,6.6,136.11,800,Y,N,N,N,N,1984,11,20,1984-11-20 00:00:00,,,,,,,,Hachimantouge
905,0514,熊野,クマノ,53,A,33,53.5,33.8916666667,136,5.6,136.093333333,40,Y,Y,Y,Y,N,2001,12,17,2001-12-17 00:00:00,,,,,,,,Kumano
906,0918,大台,オオダイ,53,A,34,23.5,34.3916666667,136,24.5,136.408333333,80,Y,N,N,N,N,1978,5,31,1978-05-31 00:00:00,,,,,,,,Oodai
907,0990,松阪,マツザカ,53,A,34,33.6,34.56,136,32.2,136.536666667,6,Y,N,N,N,N,1979,4,1,1979-04-01 00:00:00,,,,,,,,Matsuzaka
908,0991,磯部,イソベ,53,A,34,22.4,34.3733333333,136,48.3,136.805,3,Y,N,N,N,N,1977,12,19,1977-12-19 00:00:00,,,,,,,,Isobe
909,1230,鳥羽,トバ,53,A,34,28.9,34.4816666667,136,49.5,136.825,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,53257,,Toba
910,1255,宮川,ミヤガワ,53,A,34,16.7,34.2783333333,136,12.5,136.208333333,205,Y,N,N,N,N,9999,99,99,,,,,,,53321,,Miyagawa
911,1258,南伊勢,ミナミイセ,53,A,34,20.7,34.345,136,40.9,136.681666667,6,Y,Y,Y,Y,N,9999,99,99,,2006年2月28日までの地点名「南勢」,,,,,53296,,Minamiise
912,1349,紀伊長島,キイナガシマ,53,A,34,12.5,34.2083333333,136,19.6,136.326666667,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,53326,,Kiinagashima
913,1356,白山,ハクサン,53,A,34,37.5,34.625,136,19.3,136.321666667,60,Y,N,N,N,N,9999,99,99,,,,,,,53151,,Hakusan
914,1381,阿児,アゴ,53,A,34,19.7,34.3283333333,136,49.9,136.831666667,15,Y,N,N,N,N,9999,99,99,,,,,,,53307,,Ago
915,1423,御浜,ミハマ,53,A,33,51.1,33.8516666667,135,58.8,135.98,130,Y,N,N,N,N,9999,99,99,,,,,,,53416,,Mihama
916,1532,熊野新鹿,クマノアタシカ,53,A,33,55.9,33.9316666667,136,8.3,136.138333333,23,Y,Y,Y,Y,N,9999,99,99,,,,,,,53401,,Kumanoatashika
917,0515,村上,ムラカミ,54,A,38,13.6,38.2266666667,139,28.7,139.478333333,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,54086,,Murakami
918,0516,鷲ケ巣山,ワシガスヤマ,54,A,38,13.7,38.2283333333,139,38.3,139.638333333,695,Y,N,N,N,N,1980,11,7,1980-11-07 00:00:00,,,,,,,,Washigasuyama
919,47602,相川,アイカワ,54,S,38,1.7,38.0283333333,138,14.4,138.24,5.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54157,54900,Aikawa
920,0518,両津,リョウツ,54,A,38,4.4,38.0733333333,138,26.4,138.44,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,54166,,Ryoutsu
921,47604,新潟,ニイガタ,54,S,37,54.7,37.9116666667,139,2.8,139.046666667,1.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54232,54907,Niigata
922,0520,二王子岳,ニノウジダケ,54,A,37,54.4,37.9066666667,139,27.1,139.451666667,382,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Ninoujidake
923,0521,新津,ニイツ,54,A,37,47.5,37.7916666667,139,5.2,139.086666667,3,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54296,54910,Niitsu
924,0522,巻,マキ,54,A,37,46.1,37.7683333333,138,54.8,138.913333333,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,54341,,Maki
925,0523,宝珠山,ホウシュサン,54,A,37,46.7,37.7783333333,139,17.3,139.288333333,200,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Houshusan
926,0524,寺泊,テラドマリ,54,A,37,38.4,37.64,138,46,138.766666667,44,Y,Y,Y,Y,N,9999,99,99,,,,,,,54387,,Teradomari
927,0525,三条,サンジョウ,54,A,37,38.4,37.64,138,57.3,138.955,9,Y,Y,Y,Y,N,9999,99,99,,,,,,,54396,,Sanjou
928,0526,村松,ムラマツ,54,A,37,41.8,37.6966666667,139,11.3,139.188333333,25,Y,N,N,N,N,9999,99,99,,,,,,,54406,,Muramatsu
929,0527,津川,ツガワ,54,A,37,40.3,37.6716666667,139,26.8,139.446666667,100,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54421,54915,Tsugawa
930,0528,粟ヶ岳,アワガタケ,54,A,37,34.8,37.58,139,8.1,139.135,242,Y,N,N,N,N,1982,11,5,1982-11-05 00:00:00,,,,,,,,Awagatake
931,0529,長岡,ナガオカ,54,A,37,27,37.45,138,49.4,138.823333333,23,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54501,54920,Nagaoka
932,0530,栃尾,トチオ,54,A,37,28.5,37.475,138,59.5,138.991666667,83,Y,N,N,N,N,9999,99,99,,,,,,,54506,,Tochio
933,0531,守門岳,スモンダケ,54,A,37,24.3,37.405,139,5.4,139.09,737,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Sumondake
934,0532,柏崎,カシワザキ,54,A,37,21.1,37.3516666667,138,33.2,138.553333333,7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54541,54925,Kashiwazaki
935,0533,桜坂峠,サクラザカトウゲ,54,A,37,12.7,37.2116666667,138,31.6,138.526666667,470,Y,N,N,N,N,1984,10,29,1984-10-29 00:00:00,,,,,,,,Sakurazakatouge
936,0534,小出,コイデ,54,A,37,14.3,37.2383333333,138,57.7,138.961666667,98,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54616,54935,Koide
937,47612,高田,タカダ,54,S,37,6.4,37.1066666667,138,14.8,138.246666667,12.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54651,54937,Takada
938,0536,安塚,ヤスヅカ,54,A,37,6.4,37.1066666667,138,27.4,138.456666667,126,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54661,54940,Yasuduka
939,0537,十日町,トオカマチ,54,A,37,8.6,37.1433333333,138,43.6,138.726666667,170,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54676,54945,Tookamachi
940,0538,枝折峠,シオリトウゲ,54,A,37,9.3,37.155,139,7.8,139.13,1060,Y,N,N,N,N,1980,10,24,1980-10-24 00:00:00,,,,,,,,Shioritouge
941,0539,糸魚川,イトイガワ,54,A,37,2.3,37.0383333333,137,51.7,137.861666667,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,54711,,Itoigawa
942,0540,能生,ノウ,54,A,37,5,37.0833333333,138,1.4,138.023333333,55,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54721,54950,Nou
943,0541,光ケ原,ヒカリガハラ,54,A,37,0.3,37.005,138,22.3,138.371666667,805,Y,N,N,N,N,1984,10,24,1984-10-24 00:00:00,,,,,,,,Hikarigahara
944,0542,大沢峠,オオサワトウゲ,54,A,37,2.3,37.0383333333,138,47.2,138.786666667,673,Y,N,N,N,N,1982,10,27,1982-10-27 00:00:00,,,,,,,,Oosawatouge
945,0543,津南,ツナン,54,A,36,59.8,36.9966666667,138,41,138.683333333,452,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54836,54965,Tsunan
946,0544,湯沢,ユザワ,54,A,36,56.5,36.9416666667,138,48.6,138.81,340,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54841,54960,Yuzawa
947,0545,袴岳,ハカマダケ,54,A,36,52.2,36.87,138,16.6,138.276666667,850,Y,N,N,N,N,1984,10,31,1984-10-31 00:00:00,,,,,,,,Hakamadake
948,0995,粟島,アワシマ,54,A,38,27.7,38.4616666667,139,15.1,139.251666667,4,Y,Y,Y,Y,N,9999,99,99,,,,,,,54011,,Awashima
949,0996,羽茂,ハモチ,54,A,37,50.5,37.8416666667,138,18.8,138.313333333,11,Y,Y,Y,Y,N,9999,99,99,,,,,,,54271,,Hamochi
